Company_ID,Date,Sponsor,Govt,Institute,Foreign,Public
USMANIAGL,30/06/2022,2.00,51.00,14.10,0.00,32.90
UTTARABANK,31/12/2022,30.56,0.00,32.18,0.78,36.48
UTTARAFIN,31/12/2019,48.34,0.00,34.96,3.91,12.79
VAMLBDMF1,30/09/2022,1.92,0.00,79.12,0.00,18.96
VAMLRBBF,31/12/2022,25.20,0.00,63.61,0.00,11.19
VFSTDL,30/06/2022,30.77,0.00,12.98,0.29,55.97
WALTONHIL,30/06/2022,99.03,0.00,0.37,0.10,0.50
WATACHEM,30/06/2022,36.41,0.00,36.30,0.00,27.29
WMSHIPYARD,30/06/2020,30.01,0.00,16.61,0.00,53.38
YPL,30/06/2021,30.52,0.00,14.01,0.00,55.47
ZAHEENSPIN,30/06/2022,31.10,0.00,31.56,0.00,37.34
ZAHINTEX,30/06/2022,36.94,0.00,22.02,0.00,41.04
ZEALBANGLA,30/06/2022,0.00,51.00,11.28,0.00,37.72
1JANATAMF,30/06/2022,25.00,0.00,34.50,0.00,40.50
1STPRIMFMF,31/12/2022,2.00,0.00,12.67,0.01,85.32
